Category,X,Y,int_time
VANDALISM,-122.414406294791,37.7752362231466,12
DRUNKENNESS,-122.421747650463,37.7627436601147,23
WEAPON LAWS,-122.429527589624,37.729275104042394,15
OTHER OFFENSES,-122.417225757723,37.7471608234479,22
VANDALISM,-122.40675158967699,37.749308051368295,7
TRESPASS,-122.400916029025,37.7854574902997,23
SECONDARY CODES,-122.481542735021,37.764295193664,0
ASSAULT,-122.403026088419,37.7944564013948,12
SUSPICIOUS OCC,-122.419597974659,37.7682417343017,11
WEAPON LAWS,-122.407877787733,37.785968007677496,18
MISSING PERSON,-122.43476428669202,37.7226161363136,16
OTHER OFFENSES,-122.384336676296,37.7303189803917,19
NON-CRIMINAL,-122.397744427103,37.7299346936044,13
NON-CRIMINAL,-122.476481362708,37.761818925041204,4
NON-CRIMINAL,-122.408068345148,37.7839916768161,19
MISSING PERSON,-122.42815115473,37.7815325510309,7
NON-CRIMINAL,-122.420399094106,37.7246316734889,8
VEHICLE THEFT,-122.434434407542,37.72703885499049,20
ASSAULT,-122.40586165724599,37.786627232545,2
ASSAULT,-122.400302421513,37.777799229041904,16
NON-CRIMINAL,-122.396694290699,37.790460100694105,9
OTHER OFFENSES,-122.413433201999,37.8046850499582,12
DRUG/NARCOTIC,-122.411615075408,37.7831614109395,22
"SEX OFFENSES, FORCIBLE",-122.458189948785,37.7243164693673,16
VANDALISM,-122.441937370655,37.8042568292787,14
VEHICLE THEFT,-122.415155941054,37.7636979308883,7
VANDALISM,-122.399463106224,37.766324046560996,5
NON-CRIMINAL,-122.39238234688601,37.750020820524796,18
SECONDARY CODES,-122.41750470314501,37.7765400380328,22
OTHER OFFENSES,-122.38985586088002,37.7642601247443,1
NON-CRIMINAL,-122.38837987391899,37.783310406701496,18
NON-CRIMINAL,-122.450022157918,37.7306306422212,20
SUSPICIOUS OCC,-122.43108737301,37.7710128170171,10
NON-CRIMINAL,-122.412993783039,37.78556296952871,3
NON-CRIMINAL,-122.40340479147899,37.775420706711,11
NON-CRIMINAL,-122.408068345148,37.7839916768161,15
ASSAULT,-122.40801449292,37.7859507767613,18
VANDALISM,-122.415461474153,37.7106377857099,14
VEHICLE THEFT,-122.41316085097,37.7774566611807,1
DISORDERLY CONDUCT,-122.41019913585501,37.8012139881945,13
ROBBERY,-122.41644364341002,37.80711797306649,3
VANDALISM,-122.43307534135,37.726854596498,14
NON-CRIMINAL,-122.416991089644,37.777074192255995,12
VANDALISM,-122.416192700509,37.718510177529,18
ROBBERY,-122.422008950077,37.8054960276478,0
ASSAULT,-122.43515009981199,37.7617597243598,5
BURGLARY,-122.42156932329901,37.760881594955286,16
OTHER OFFENSES,-122.405517223277,37.7970642284992,23
DRUG/NARCOTIC,-122.414433155063,37.7846576329256,23
ARSON,-122.40712973890699,37.7504851919731,4
WEAPON LAWS,-122.405087523335,37.7981219270604,21
DRUNKENNESS,-122.422396145331,37.7583754817472,18
VEHICLE THEFT,-122.435964918002,37.7600122429873,4
DRUG/NARCOTIC,-122.418090766692,37.7861007451645,3
OTHER OFFENSES,-122.409776479312,37.7810558831366,21
OTHER OFFENSES,-122.418434028318,37.7514199300011,0
OTHER OFFENSES,-122.484872200768,37.782939257871,22
OTHER OFFENSES,-122.431979576386,37.7800478529923,11
VANDALISM,-122.474899151688,37.7269905309861,9
NON-CRIMINAL,-122.464279879446,37.7800332991006,12
WEAPON LAWS,-122.433040844627,37.718534521973794,0
KIDNAPPING,-122.40684425627701,37.7394012528109,13
ASSAULT,-122.406539115148,37.7564864109309,2
OTHER OFFENSES,-122.452896022151,37.770150150795494,13
WARRANTS,-122.419350173229,37.76101609120561,16
ROBBERY,-122.39353370026,37.7892558270831,1
OTHER OFFENSES,-122.468796201748,37.7392046976342,23
OTHER OFFENSES,-122.404270179486,37.78447885387449,11
NON-CRIMINAL,-122.417499429971,37.753084671409,12
WARRANTS,-122.41029351969,37.7822305870036,17
OTHER OFFENSES,-122.419671780296,37.7650501214668,1
NON-CRIMINAL,-122.432795347224,37.761020169708296,11
NON-CRIMINAL,-122.42055675144199,37.7108945814914,11
MISSING PERSON,-122.449328648219,37.767773887474796,21
DRUG/NARCOTIC,-122.413237516676,37.78284302332129,1
ASSAULT,-122.426390080828,37.7185612508135,15
OTHER OFFENSES,-122.41340129915501,37.780906077687,7
VEHICLE THEFT,-122.403125209473,37.7338352076114,19
OTHER OFFENSES,-122.393622739343,37.783079119147104,5
WARRANTS,-122.38628498363998,37.7312896874195,16
MISSING PERSON,-122.452839772389,37.7745145380854,16
SUSPICIOUS OCC,-122.40202524497101,37.789579701195706,18
WARRANTS,-122.405361368124,37.805694741739295,18
OTHER OFFENSES,-122.45340686052,37.786416419594005,18
WARRANTS,-122.509895418239,37.7723131976814,23
ROBBERY,-122.37980399873399,37.7277462940383,22
SUSPICIOUS OCC,-122.39577189706199,37.7572927810101,0
VEHICLE THEFT,-122.437952639272,37.7374491367852,17
SUSPICIOUS OCC,-122.415863818297,37.7482130107284,16
VANDALISM,-122.40104673463301,37.739919931079605,17
NON-CRIMINAL,-122.44135201654899,37.716127093001,18
OTHER OFFENSES,-122.432820942428,37.7295696023135,22
NON-CRIMINAL,-122.40880996045401,37.7985712126676,8
BURGLARY,-122.41833831769699,37.7726641818375,8
VEHICLE THEFT,-122.42583664292101,37.723560959315904,21
NON-CRIMINAL,-122.48289869410601,37.75395502597279,8
OTHER OFFENSES,-122.459156870347,37.7844209056208,2
FORGERY/COUNTERFEITING,-122.422062730264,37.789920001484106,13
ASSAULT,-122.41013523637699,37.78418890752671,16
RECOVERED VEHICLE,-122.42724018473601,37.73079224766129,22
"SEX OFFENSES, FORCIBLE",-122.43323148934601,37.7239320799727,20
BURGLARY,-122.410220142966,37.8013225692058,11
SECONDARY CODES,-122.43723610190399,37.7803348745141,0
VEHICLE THEFT,-122.45223451679199,37.776975401543496,22
VANDALISM,-122.41720963943001,37.790045901716795,20
ASSAULT,-122.414081138014,37.7832767266062,20
WARRANTS,-122.41219255572099,37.781604574125204,15
VEHICLE THEFT,-122.43485395576201,37.759288789168295,16
"SEX OFFENSES, FORCIBLE",-122.41923563896002,37.800132542518796,0
NON-CRIMINAL,-122.41417943719,37.787502483207,8
VANDALISM,-122.39516315448799,37.7843096998676,21
NON-CRIMINAL,-122.46620466789301,37.7725405391593,9
ASSAULT,-122.414406029855,37.7841907151119,15
FRAUD,-122.47550514231101,37.785229485195295,0
BURGLARY,-122.40893668307899,37.805304678035796,18
ASSAULT,-122.423637302048,37.7648666651043,1
OTHER OFFENSES,-122.41232090743601,37.780764225439796,21
MISSING PERSON,-122.420436287467,37.764174331875296,3
NON-CRIMINAL,-122.40104673463301,37.739919931079605,15
NON-CRIMINAL,-122.477699412082,37.7420082848143,13
OTHER OFFENSES,-122.419515708406,37.7634292328496,13
BURGLARY,-122.427993807859,37.801375504435796,23
FRAUD,-122.40666908996201,37.716938986704605,0
SUSPICIOUS OCC,-122.48248096126801,37.7633237012278,3
BURGLARY,-122.401161555602,37.7820238478975,3
FRAUD,-122.41561725232,37.7564137690481,0
WARRANTS,-122.407845374111,37.7850943210103,6
OTHER OFFENSES,-122.485931952658,37.7342466247511,9
BURGLARY,-122.42684616750799,37.757304872915796,22
OTHER OFFENSES,-122.41750470314501,37.7765400380328,18
OTHER OFFENSES,-122.426937897817,37.7473004188732,12
OTHER OFFENSES,-122.390416955474,37.7355926105862,16
KIDNAPPING,-122.42197278325199,37.775998080669495,1
WARRANTS,-122.43439350707199,37.7544947073561,7
WARRANTS,-122.409256144133,37.75439918768161,23
NON-CRIMINAL,-122.414820264178,37.7145663023186,12
VEHICLE THEFT,-122.406478762416,37.7951450868486,15
"SEX OFFENSES, FORCIBLE",-122.41860971910201,37.7474453071495,19
ROBBERY,-122.435041282959,37.72425604704209,18
OTHER OFFENSES,-122.479007763695,37.758784070225296,15
OTHER OFFENSES,-122.479241431478,37.779356245781706,0
WARRANTS,-122.40652098714399,37.7850629421661,21
VEHICLE THEFT,-122.446474074051,37.7975464686239,13
DRUG/NARCOTIC,-122.391245623019,37.7332252032804,12
OTHER OFFENSES,-122.40202770694799,37.7862483456629,10
WARRANTS,-122.416446124049,37.7329162539537,22
OTHER OFFENSES,-122.407702149718,37.7706967930865,11
ASSAULT,-122.394244418005,37.7941562815215,14
OTHER OFFENSES,-122.41598356736999,37.772815434744004,11
VANDALISM,-122.408269031453,37.78538311057971,6
WARRANTS,-122.399370508543,37.7932284304797,7
DRUG/NARCOTIC,-122.422431723545,37.794974567141,4
MISSING PERSON,-122.492903087989,37.7749629647565,18
SUSPICIOUS OCC,-122.40340479147899,37.775420706711,0
OTHER OFFENSES,-122.40252759466499,37.7760382838346,12
OTHER OFFENSES,-122.418904204517,37.7570361132269,17
DRUG/NARCOTIC,-122.40819568682501,37.800081837731796,13
WEAPON LAWS,-122.451288061231,37.7693967099165,17
NON-CRIMINAL,-122.397744427103,37.7299346936044,17
SUSPICIOUS OCC,-122.424435192178,37.7558996256895,23
WARRANTS,-122.419814593811,37.7658427213372,19
DRUG/NARCOTIC,-122.414056291891,37.7827931071006,14
OTHER OFFENSES,-122.395810281469,37.7651891001345,2
NON-CRIMINAL,-122.410699657634,37.7869881885308,18
VEHICLE THEFT,-122.410999684769,37.7283041125654,19
ASSAULT,-122.397089183868,37.753598788032704,2
OTHER OFFENSES,-122.4208910342,37.7120920675614,23
OTHER OFFENSES,-122.40970842372101,37.78282764988379,16
NON-CRIMINAL,-122.41967295494499,37.789668941238,10
DRIVING UNDER THE INFLUENCE,-122.412784096502,37.78486569395261,1
OTHER OFFENSES,-122.415508242782,37.7816542806076,23
DRUG/NARCOTIC,-122.405895369887,37.786734218498296,19
DRUG/NARCOTIC,-122.411071423064,37.7817511307229,12
OTHER OFFENSES,-122.41084562422701,37.792315874764704,16
ASSAULT,-122.402246029097,37.7810888153345,2
BURGLARY,-122.50214071611099,37.7754399568058,5
VANDALISM,-122.433496575573,37.803545866040395,19
DRUG/NARCOTIC,-122.414056291891,37.7827931071006,8
NON-CRIMINAL,-122.415414178631,37.784476659022005,10
ASSAULT,-122.38787584403099,37.7389452677155,22
FRAUD,-122.418445946252,37.7882184507651,7
STOLEN PROPERTY,-122.415448759562,37.778293520129,9
MISSING PERSON,-122.418028132982,37.7898812870744,15
WARRANTS,-122.42358068715001,37.7398849565957,0
NON-CRIMINAL,-122.404276816063,37.72677926048821,15
VANDALISM,-122.435041282959,37.72425604704209,19
OTHER OFFENSES,-122.380898507162,37.7332256396347,8
OTHER OFFENSES,-122.404587539604,37.78673168085329,1
ARSON,-122.407591091073,37.7883401187101,5
VEHICLE THEFT,-122.472243335378,37.76383136085,22
OTHER OFFENSES,-122.427400263419,37.7820565475813,15
OTHER OFFENSES,-122.41718044863501,37.76196742181021,22
OTHER OFFENSES,-122.419671780296,37.7650501214668,15
OTHER OFFENSES,-122.441811628041,37.7990019436809,18
NON-CRIMINAL,-122.42122878644899,37.7452607746654,15
NON-CRIMINAL,-122.409256096494,37.788239899778,11
OTHER OFFENSES,-122.42414758896099,37.7398702066093,1
WEAPON LAWS,-122.406376783528,37.7985885976977,23
"SEX OFFENSES, FORCIBLE",-122.42895003272699,37.7675027326801,14
SUSPICIOUS OCC,-122.423098270217,37.7103045151288,19
SUSPICIOUS OCC,-122.420487263268,37.7805470161201,17
DRUG/NARCOTIC,-122.416078423909,37.762034786651896,1
NON-CRIMINAL,-122.469766223526,37.7817135599476,11
OTHER OFFENSES,-122.421264331104,37.743584765874,16
VANDALISM,-122.409121399225,37.7519787472165,0
DRUG/NARCOTIC,-122.402343659494,37.7811666837563,21
OTHER OFFENSES,-122.414056291891,37.7827931071006,14
WEAPON LAWS,-122.416078423909,37.762034786651896,14
ASSAULT,-122.40880996045401,37.7985712126676,2
SUSPICIOUS OCC,-122.481336857258,37.7391195433693,10
MISSING PERSON,-122.387608678524,37.7329658746995,16
WEAPON LAWS,-122.407058676785,37.7253997701026,18
RECOVERED VEHICLE,-122.42393131020701,37.7702032324485,23
ASSAULT,-122.43632716719101,37.7227645025561,1
MISSING PERSON,-122.43476428669202,37.7226161363136,21
VEHICLE THEFT,-122.432176146546,37.7659822789999,19
DRUG/NARCOTIC,-122.410955248906,37.7841399509594,21
FRAUD,-122.387527753438,37.73305496510249,0
WEAPON LAWS,-122.40753833231899,37.7657827544276,19
NON-CRIMINAL,-122.41983289014401,37.7674625261825,21
ROBBERY,-122.462276773777,37.7820530304215,0
BURGLARY,-122.44827840533002,37.804271887891005,14
ASSAULT,-122.39192940892,37.734491099105796,0
NON-CRIMINAL,-122.434870543645,37.724589160901,12
OTHER OFFENSES,-122.408595110869,37.7837069301545,15
BURGLARY,-122.476188319825,37.764532429521104,18
SUSPICIOUS OCC,-122.438695075365,37.7196920262929,14
OTHER OFFENSES,-122.412782236976,37.8056654684523,17
VANDALISM,-122.40618184105,37.7894765068014,17
OTHER OFFENSES,-122.41469551481,37.7596861764245,9
KIDNAPPING,-122.48312005801901,37.7726168975201,17
NON-CRIMINAL,-122.410955248906,37.7841399509594,17
NON-CRIMINAL,-122.410157073911,37.784297384331204,18
NON-CRIMINAL,-122.406212800698,37.801774900282396,7
NON-CRIMINAL,-122.411721445339,37.7962908193522,20
NON-CRIMINAL,-122.397089183868,37.753598788032704,15
NON-CRIMINAL,-122.41471429557899,37.7762310404758,23
DRUG/NARCOTIC,-122.416235852379,37.784912573847606,18
DRUG/NARCOTIC,-122.418600974625,37.7802607511192,20
VANDALISM,-122.499779145196,37.750388288796294,7
VEHICLE THEFT,-122.41809877662901,37.7349529289018,1
VANDALISM,-122.39738878482599,37.7825543452426,23
NON-CRIMINAL,-122.41032349523199,37.7851225223607,13
OTHER OFFENSES,-122.426145705486,37.730882540859795,19
OTHER OFFENSES,-122.420010175609,37.7701099298175,16
WARRANTS,-122.41431785788099,37.7799444052046,17
WEAPON LAWS,-122.422378900977,37.7352207680375,1
STOLEN PROPERTY,-122.41580571058998,37.808212006459996,13
WARRANTS,-122.418360181974,37.783149897821104,22
STOLEN PROPERTY,-122.435212025798,37.7710314462867,5
SECONDARY CODES,-122.38359936434601,37.7280102316098,17
ASSAULT,-122.41881021180299,37.7741251002903,13
ASSAULT,-122.41133956255699,37.7812707434494,17
OTHER OFFENSES,-122.41461383541201,37.806392787676295,9
OTHER OFFENSES,-122.40340479147899,37.775420706711,8
FRAUD,-122.408040474858,37.786409403361795,12
FORGERY/COUNTERFEITING,-122.416818891994,37.776936201488105,12
OTHER OFFENSES,-122.404595097187,37.727376210238,20
OTHER OFFENSES,-122.40340479147899,37.775420706711,5
VEHICLE THEFT,-122.41794044472,37.793681908576296,21
NON-CRIMINAL,-122.436177137685,37.7142089386085,23
OTHER OFFENSES,-122.428649660723,37.7270208612261,22
NON-CRIMINAL,-122.40340479147899,37.775420706711,1
FRAUD,-122.41371122073,37.7796660426062,20
ASSAULT,-122.39600694226002,37.7799354795792,20
OTHER OFFENSES,-122.40749684872,37.7795496260755,12
SUSPICIOUS OCC,-122.41193824481199,37.7739450369534,17
ASSAULT,-122.406865636644,37.72476823939579,13
ROBBERY,-122.408568445228,37.788759421470296,21
DRUG/NARCOTIC,-122.433197393938,37.7260971758409,18
DRUG/NARCOTIC,-122.413047972078,37.781911962829795,6
SUSPICIOUS OCC,-122.41907120075899,37.774047662206996,0
NON-CRIMINAL,-122.475644251197,37.7430505534925,18
SUSPICIOUS OCC,-122.417107256373,37.785323829209396,16
VEHICLE THEFT,-122.444366608199,37.7312935965268,19
VEHICLE THEFT,-122.508402278589,37.7794563793355,11
SUSPICIOUS OCC,-122.365565425353,37.8096707013239,16
NON-CRIMINAL,-122.413631253258,37.7848053746211,19
VANDALISM,-122.432116233695,37.7800304351156,1
ASSAULT,-122.401817240144,37.788440503956,10
ASSAULT,-122.39749737363701,37.75230663222629,10
OTHER OFFENSES,-122.439500592068,37.7184669808291,1
NON-CRIMINAL,-122.40908571391,37.77173223763671,15
"SEX OFFENSES, FORCIBLE",-122.40749684872,37.7795496260755,2
RECOVERED VEHICLE,-122.42432104453,37.791523099113995,12
OTHER OFFENSES,-122.505110152406,37.7804242044545,0
OTHER OFFENSES,-122.4425652636,37.7146613908372,18
OTHER OFFENSES,-122.41967661615,37.7658510977435,17
NON-CRIMINAL,-122.437850882558,37.783717433380296,23
SUSPICIOUS OCC,-122.38186730007799,37.7305667976884,15
NON-CRIMINAL,-122.42652971422599,37.7860427680942,14
NON-CRIMINAL,-122.43611530204201,37.7608228396674,14
SUSPICIOUS OCC,-122.417992047528,37.802685834069294,14
DISORDERLY CONDUCT,-122.39018328278799,37.74579569408621,6
NON-CRIMINAL,-122.421747650463,37.7627436601147,8
BURGLARY,-122.407633520742,37.7841893501425,12
ASSAULT,-122.39041776743099,37.7165061780871,22
NON-CRIMINAL,-122.46400740643601,37.7781481010942,15
"SEX OFFENSES, FORCIBLE",-122.40738268650601,37.783371636824896,18
VEHICLE THEFT,-122.424508536202,37.7755247155908,3
NON-CRIMINAL,-122.411071423064,37.7817511307229,15
NON-CRIMINAL,-122.506714460434,37.735465762973,17
WEAPON LAWS,-122.378392257534,37.732331246437795,16
BURGLARY,-122.445121767117,37.7901663418509,4
"SEX OFFENSES, FORCIBLE",-122.41429553256799,37.7923429638305,18
ASSAULT,-122.43652257640899,37.7895777003024,13
OTHER OFFENSES,-122.387911252085,37.73417142754629,1
NON-CRIMINAL,-122.432116233695,37.7800304351156,17
DRUG/NARCOTIC,-122.388674368529,37.7270446788877,6
ASSAULT,-122.396062368554,37.7815744448753,12
ROBBERY,-122.427191891813,37.7189436957878,11
VANDALISM,-122.40352479521799,37.7544534411473,7
NON-CRIMINAL,-122.421395819115,37.7856843389472,20
TRESPASS,-122.431587353631,37.790200386759,7
WARRANTS,-122.410220142966,37.8013225692058,12
OTHER OFFENSES,-122.402042584193,37.797504889833895,19
ASSAULT,-122.39792044402,37.7921256222625,7
MISSING PERSON,-122.483066441234,37.7208318410205,21
WARRANTS,-122.4208910342,37.7120920675614,14
BURGLARY,-122.382452903681,37.7349303029099,10
NON-CRIMINAL,-122.401833062479,37.7890397716649,15
ASSAULT,-122.47344261982501,37.755899806479,21
WARRANTS,-122.409853729941,37.7833862379382,22
VEHICLE THEFT,-122.415881424989,37.7727413124227,0
ROBBERY,-122.40637806805401,37.80646392542871,3
OTHER OFFENSES,-122.405479270758,37.7761609195794,12
MISSING PERSON,-122.44857848496599,37.769797716883104,22
BURGLARY,-122.45230249653099,37.7314334346391,18
FRAUD,-122.41714684383601,37.781446350134004,1
BURGLARY,-122.41307076774599,37.796065102233,22
VANDALISM,-122.502867536264,37.754994273874395,23
ASSAULT,-122.413609328985,37.784696907904,15
OTHER OFFENSES,-122.450468790175,37.721410765689505,11
NON-CRIMINAL,-122.411979487494,37.7809039696758,16
BURGLARY,-122.403270501514,37.797293031405204,23
"SEX OFFENSES, FORCIBLE",-122.38554545330099,37.728979731984,22
ASSAULT,-122.438098378037,37.7806388583762,19
VEHICLE THEFT,-122.402943672718,37.7571149801374,17
ROBBERY,-122.466600131572,37.760342454941004,18
ASSAULT,-122.397461770461,37.7808091185679,18
ASSAULT,-122.46899941712,37.717012889076,13
ASSAULT,-122.41829609443701,37.7514284856786,18
ROBBERY,-122.403793259489,37.7823235897616,9
ASSAULT,-122.411615075408,37.7831614109395,18
NON-CRIMINAL,-122.43515009981199,37.7617597243598,13
WARRANTS,-122.405934320038,37.782295644598,14
OTHER OFFENSES,-122.509895418239,37.7723131976814,13
SECONDARY CODES,-122.39720193799299,37.75353512427621,13
MISSING PERSON,-122.412611074843,37.7123220693794,7
OTHER OFFENSES,-122.44460446581002,37.7875949238669,5
DISORDERLY CONDUCT,-122.40234658611601,37.789003338213895,12
NON-CRIMINAL,-122.422297658234,37.76844274160021,7
ASSAULT,-122.40255295786501,37.78847491468029,15
SUSPICIOUS OCC,-122.421747650463,37.7627436601147,20
VEHICLE THEFT,-122.40439435465,37.769750686420004,7
WARRANTS,-122.405895369887,37.786734218498296,13
NON-CRIMINAL,-122.411742515582,37.7858882195106,21
SUSPICIOUS OCC,-122.40248175001,37.73060578102871,22
VANDALISM,-122.398261647342,37.786778758909705,17
WEAPON LAWS,-122.41664768885799,37.7104738521701,13
STOLEN PROPERTY,-122.415435473094,37.8063418891813,14
FRAUD,-122.41860030588998,37.7546255872838,15
NON-CRIMINAL,-122.467626290502,37.7837206881227,16
BURGLARY,-122.405226360283,37.7614068935355,2
WARRANTS,-122.415127837608,37.7797870676495,17
NON-CRIMINAL,-122.39998111123998,37.7776242389287,4
NON-CRIMINAL,-122.440897932227,37.7306723109809,17
VANDALISM,-122.41792189096701,37.7849295212519,0
MISSING PERSON,-122.407999186749,37.7778241673064,8
OTHER OFFENSES,-122.47176229348601,37.773137056445705,21
NON-CRIMINAL,-122.423355144447,37.7787466492059,16
NON-CRIMINAL,-122.44892944701901,37.771182091159,19
TRESPASS,-122.418940110957,37.7860492230028,8
NON-CRIMINAL,-122.44910101170099,37.7696756290578,13
VANDALISM,-122.40647997586399,37.741057552813004,0
ASSAULT,-122.428223303176,37.781895948860296,18
VANDALISM,-122.43540303716101,37.708843325528605,21
OTHER OFFENSES,-122.461744161416,37.7280951821105,2
NON-CRIMINAL,-122.39153886467899,37.76159609946061,3
NON-CRIMINAL,-122.46233943460501,37.737494201846296,8
VEHICLE THEFT,-122.43894362395399,37.7616771433751,3
MISSING PERSON,-122.441275381343,37.7750363632073,18
VANDALISM,-122.434659092708,37.762462765244,5
ROBBERY,-122.43597721702999,37.7231288306727,22
NON-CRIMINAL,-122.415577809808,37.7695914543814,6
LOITERING,-122.44958034096202,37.7820535935304,11
OTHER OFFENSES,-122.393622739343,37.783079119147104,16
DRUNKENNESS,-122.416991089644,37.777074192255995,2
PROSTITUTION,-122.405941469147,37.7904631779771,19
ASSAULT,-122.423985900144,37.798552579013204,19
DISORDERLY CONDUCT,-122.40968619183701,37.7862042105295,0
TRESPASS,-122.414576897,37.7894768075723,10
NON-CRIMINAL,-122.39976543020599,37.77737112614079,19
NON-CRIMINAL,-122.4432168391,37.7608293644755,15
NON-CRIMINAL,-122.45054585641199,37.769059123171395,13
OTHER OFFENSES,-122.407163046954,37.7797376338991,12
ROBBERY,-122.40801449292,37.7859507767613,16
TRESPASS,-122.413107622693,37.765448018026596,10
VEHICLE THEFT,-122.429306728376,37.7307429169559,8
NON-CRIMINAL,-122.44778307055901,37.769954950346495,16
ASSAULT,-122.43611530204201,37.7608228396674,15
OTHER OFFENSES,-122.463438629723,37.7390427048217,10
ASSAULT,-122.419066395518,37.7255728818435,16
NON-CRIMINAL,-122.441501190556,37.8038521024304,9
OTHER OFFENSES,-122.414056291891,37.7827931071006,23
BURGLARY,-122.4474034718,37.73433771211371,9
MISSING PERSON,-122.46250111842501,37.7267775523581,16
WARRANTS,-122.45335464746901,37.7682463076665,7
SUSPICIOUS OCC,-122.427548850319,37.7952631481734,9
NON-CRIMINAL,-122.48206115957198,37.7800874706475,16
VANDALISM,-122.40710239862,37.762557938669794,22
ASSAULT,-122.42263249588699,37.7423897314507,18
OTHER OFFENSES,-122.390478529234,37.7327208838049,14
NON-CRIMINAL,-122.38910692238301,37.7571095200271,12
WEAPON LAWS,-122.42937789146002,37.7661513078958,4
OTHER OFFENSES,-122.39516315448799,37.7843096998676,17
OTHER OFFENSES,-122.494645715924,37.775782408525,13
OTHER OFFENSES,-122.39298215525801,37.7191138422137,11
VEHICLE THEFT,-122.39748691567101,37.752197092814,15
OTHER OFFENSES,-122.419257894814,37.7751462916539,23
NON-CRIMINAL,-122.482351733723,37.761463435574996,7
FRAUD,-122.397744427103,37.7299346936044,13
WARRANTS,-122.411979487494,37.7809039696758,16
NON-CRIMINAL,-122.413583483648,37.7770436202636,13
NON-CRIMINAL,-122.404026293246,37.7691750639058,12
NON-CRIMINAL,-122.407419469554,37.79548564710471,15
NON-CRIMINAL,-122.417903977564,37.785167087551706,16
NON-CRIMINAL,-122.437725577178,37.8001392874172,8
WARRANTS,-122.413869632554,37.7818621883021,1
MISSING PERSON,-122.41006845337499,37.7368208487091,0
OTHER OFFENSES,-122.458638758608,37.76719994034561,4
TRESPASS,-122.40838427554199,37.7878271137225,7
NON-CRIMINAL,-122.432116233695,37.7800304351156,21
STOLEN PROPERTY,-122.429801668764,37.7303819548591,15
ASSAULT,-122.42563513664601,37.7774387764148,13
VANDALISM,-122.405395493939,37.7835100715421,1
VEHICLE THEFT,-122.39548795573,37.7185768794034,22
DRUG/NARCOTIC,-122.42174856587499,37.749885647395296,22
BURGLARY,-122.41969481369699,37.7897774160756,13
NON-CRIMINAL,-122.432763469984,37.7614251526828,14
WARRANTS,-122.413609328985,37.784696907904,17
OTHER OFFENSES,-122.419671780296,37.7650501214668,14
VANDALISM,-122.398463782899,37.7624626619614,19
OTHER OFFENSES,-122.421347327314,37.7687574366703,14
ASSAULT,-122.39915226019899,37.7910166130682,22
ASSAULT,-122.415414178631,37.784476659022005,0
OTHER OFFENSES,-122.435753024583,37.7733438011236,2
NON-CRIMINAL,-122.40340479147899,37.775420706711,13
ASSAULT,-122.483838740534,37.752962837524,16
VANDALISM,-122.47287586133899,37.713317784448,12
OTHER OFFENSES,-122.413789467437,37.8065526528708,13
TRESPASS,-122.40961833110701,37.7987139952195,15
BURGLARY,-122.40867573408998,37.761791195706,12
MISSING PERSON,-122.458490740585,37.7837951529214,11
NON-CRIMINAL,-122.41725760507,37.7762695066166,10
SUSPICIOUS OCC,-122.43223997845699,37.718151332004794,18
WARRANTS,-122.482317783578,37.776399213194296,22
DISORDERLY CONDUCT,-122.414576897,37.7894768075723,13
NON-CRIMINAL,-122.40340479147899,37.775420706711,17
DRUNKENNESS,-122.415175805261,37.7532253366853,16
WEAPON LAWS,-122.399295690795,37.798859198392,20
OTHER OFFENSES,-122.449122960735,37.7697840925361,6
NON-CRIMINAL,-122.397454110928,37.73418923379221,19
OTHER OFFENSES,-122.450468790175,37.721410765689505,4
OTHER OFFENSES,-122.45823940521099,37.7089985625101,9
NON-CRIMINAL,-122.40547592923099,37.7980180687744,22
OTHER OFFENSES,-122.393622739343,37.783079119147104,3
VANDALISM,-122.411071423064,37.7817511307229,14
PROSTITUTION,-122.410699657634,37.7869881885308,22
ASSAULT,-122.45487662263099,37.7634208296019,20
VEHICLE THEFT,-122.410626812815,37.790880683394,10
OTHER OFFENSES,-122.427796653328,37.771431751665396,15
"SEX OFFENSES, FORCIBLE",-122.41084562422701,37.792315874764704,22
SUSPICIOUS OCC,-122.414242955907,37.783724025447796,14
SECONDARY CODES,-122.41402982172701,37.7823291237659,11
NON-CRIMINAL,-122.463420372733,37.7134259211016,19
MISSING PERSON,-122.41275532583,37.7867259286124,1
ASSAULT,-122.438245889694,37.76691458933379,17
NON-CRIMINAL,-122.40504699065,37.792616896353,13
NON-CRIMINAL,-122.378920771859,37.7286119710993,12
NON-CRIMINAL,-122.407376438306,37.779489776176,8
VEHICLE THEFT,-122.423371067788,37.774866634941,12
DRUG/NARCOTIC,-122.40984578319599,37.7752407085662,11
VANDALISM,-122.431710082584,37.76114188133271,1
SUSPICIOUS OCC,-122.41435430115101,37.8031089840376,13
WARRANTS,-122.403846623514,37.7898284156061,0
NON-CRIMINAL,-122.43373533091899,37.7585353781612,13
WARRANTS,-122.441018108888,37.7164586830811,23
WARRANTS,-122.413706517535,37.7814229318029,13
WARRANTS,-122.407871572784,37.7986962742997,0
OTHER OFFENSES,-122.40340479147899,37.775420706711,15
NON-CRIMINAL,-122.48560378101,37.7388214326705,15
OTHER OFFENSES,-122.428203997155,37.759691691831,22
ASSAULT,-122.421935077177,37.7661343875141,20
VEHICLE THEFT,-122.409590818279,37.75759392605,23
OTHER OFFENSES,-122.40987662253201,37.787148807979,3
